Text,Ham-Spam
Lol ok your forgiven :),ham
No..jst change tat only..,ham
S:)no competition for him.,ham
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",ham
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham
But that's on ebay it might be less elsewhere.,ham
Shall i come to get pickle,ham
Were gonna go get some tacos,ham
"That's very rude, you on campus?",ham
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,ham
Yes! How is a pretty lady like you single?,ham
Jay says that you're a double-faggot,ham
What Today-sunday..sunday is holiday..so no work..,ham
Gudnite....tc...practice going on,ham
I'll be late...,ham
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ham
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
"Probably gonna be here for a while, see you later tonight &lt;)",ham
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
"I am in tirupur da, once you started from office call me.",ham
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",ham
But am going to college pa. What to do. are else ill come there it self. Pa.,ham
4 oclock at mine. Just to bash out a flat plan.,ham
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,ham
Then any special there?,ham
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,ham
"Sorry that took so long, omw now",ham
Wait  &lt;#&gt;  min..,ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",ham
"Hurry up, I've been weed-deficient for like three days",ham
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",ham
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ham
I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,ham
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham
Having lunch:)you are not in online?why?,ham
I know that my friend already told that.,ham
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ham
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",ham
Hi msg me:)i'm in office..,ham
Thanx 4 e brownie it's v nice...,ham
Geeeee ... I love you so much I can barely stand it,ham
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham
Oooh bed ridden ey? What are YOU thinking of?,ham
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham
WOT U WANNA DO THEN MISSY?,ham
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,ham
Do you know where my lab goggles went,ham
Can you open the door?,ham
Waiting for your call.,ham
Nope i waiting in sch 4 daddy... ,ham
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",ham
Ü wait 4 me in sch i finish ard 5..,ham
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham
Huh so early.. Then ü having dinner outside izzit?,ham
Ok anyway no need to change with what you said,ham
my ex-wife was not able to have kids. Do you want kids one day?,ham
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham
Tell them u have a headache and just want to use 1 hour of sick time.,ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",ham
"""Pete can you please ring meive hardly gotany credit""",ham
Ya srsly better than yi tho,ham
"I'm in a meeting, call me later at",ham
You still at grand prix?,ham
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham
I am great! How are you?,ham
Gud mrng dear have a nice day,ham
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham
I'm going out to buy mum's present ar.,ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
If u sending her home first it's ok lor. I'm not ready yet.,ham
Speaking of does he have any cash yet?,ham
Be happy there. I will come after noon,ham
Meet after lunch la...,ham
TaKe CaRE n gET WeLL sOOn,ham
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,ham
Neva mind it's ok..,ham
"It's fine, imma get a drink or somethin. Want me to come find you?",ham
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,ham
I have many dependents,ham
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,ham
I called and said all to him:)then he have to choose this future.,ham
"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...",ham
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham
For my family happiness..,ham
I come n pick ü up... Come out immediately aft ur lesson...,ham
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham
Dear we got  &lt;#&gt;  dollars hi hi,ham
Good words.... But words may leave u in dismay many times.,ham
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham
"sorry, no, have got few things to do. may be in pub later.",ham
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",ham
"Haha good to hear, I'm officially paid and on the market for an 8th",ham
How many licks does it take to get to the center of a tootsie pop?,ham
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,ham
Please dont say like that. Hi hi hi,ham
Thank u!,ham
Oh that was a forwarded message. I thought you send that to me,ham
Got it. Seventeen pounds for seven hundred ml – hope ok.,ham
Me n him so funny...,ham
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",ham
When ü login dat time... Dad fetching ü home now?,ham
"What will we do in the shower, baby?",ham
I had askd u a question some hours before. Its answer,ham
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",ham
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",ham
Probably gonna swing by in a wee bit,ham
Ya very nice. . .be ready on thursday,ham
Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham
No prob. I will send to your email.,ham
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),ham
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,ham
"Wait, do you know if wesleys in town? I bet she does hella drugs!",ham
Fine i miss you very much.,ham
Did u got that persons story,ham
Tell them the drug dealer's getting impatient,ham
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",ham
You will be in the place of that man,ham
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",ham
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham
Then mum's repent how?,ham
Sorry me going home first... Daddy come fetch ü later...,ham
Leave it de:-). Start Prepare for next:-)..,ham
Yes baby! We can study all the positions of the kama sutra ;),ham
En chikku nange bakra msg kalstiya..then had tea/coffee?,ham
Carlos'll be here in a minute if you still need to buy,ham
This pay is  &lt;DECIMAL&gt;  lakhs:),ham
Have a good evening! Ttyl,ham
Did u receive my msg?,ham
Ho ho - big belly laugh! See ya tomo,ham
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham
"I've got  &lt;#&gt; , any way I could pick up?",ham
"I dont knw pa, i just drink milk..",ham
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,ham
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham
Cause I'm not freaky lol,ham
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham
What is this 'hex' place you talk of? Explain!,ham
Ü log off 4 wat. It's sdryb8i,ham
Is xy going 4 e lunch?,ham
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham
Have you finished work yet? :),ham
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham
Thanks love. But am i doing torch or bold.,ham
Was the farm open?,ham
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",ham
"My sister in law, hope you are having a great month. Just saying hey. Abiola",ham
Will purchase d stuff today and mail to you. Do you have a po box number?,ham
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham
Good. Good job. I like entrepreneurs,ham
"Aight, you close by or still down around alex's place?",ham
meet you in corporation st outside gap … you can see how my mind is working!,ham
Mum ask ü to buy food home...,ham
K..u also dont msg or reply to his msg..,ham
How much r ü willing to pay?,ham
"Sorry, I'll call later",ham
